model,cov,k,silhouette,calinski_harabasz,davies_bouldin,bic,aic
GMM,full,8,0.15197374229020144,39.31007999944056,1.3981021907325029,4026.17907798351,-1241.5208194760216
GMM,diag,4,-0.029091746092664742,11.266128206704915,1.4831682137144688,4094.886403730478,3630.0054707115805
GMM,diag,7,0.018448276954168247,22.327581694422317,1.1577527467830193,4183.587479352296,3367.906823871286
GMM,full,4,0.35812929466250915,51.45289520004024,1.3126450868723372,4185.250886032079,1552.8269524342718
GMM,diag,3,-0.028804904269909032,13.685346193449988,1.7674764705692592,4209.139407694225,3861.1917154960315
GMM,diag,5,0.019258935241612863,25.584211914120207,1.3076407752597785,4226.888339505538,3645.0741656659366
GMM,full,5,0.25287012613296644,43.81895103305705,1.525033456687094,4261.575015651026,970.3320910877885
GMM,full,7,0.2893017955778082,43.33386200038958,1.3148161693284042,4291.745150205272,-317.1357562888288
GMM,diag,6,0.013314454332601693,23.626907078676425,1.3514766281352808,4310.254343445059,3611.5069287847527
GMM,full,6,0.258912153878492,46.09670941282458,1.3949340721756682,4322.28297146932,372.22105594065033
GMM,full,3,0.5275326703028196,65.9349816463452,0.9649150157255914,4340.29716545032,2366.6922228179446
GMM,diag,8,0.028752503297573933,20.93863551152377,1.5779481652385552,4526.195178513764,3593.5812822120492
GMM,diag,2,0.21902395582015494,21.31523392365937,1.778108362323093,4543.549434480587,4312.534983103097
GMM,full,2,0.5428577526603835,52.38946729616652,0.9527556877880253,5200.534918246379,3885.7489665794355
GMM,tied,6,0.29933037279445585,42.71569361217137,1.1214028362133155,5911.430432364066,4956.000293950995
GMM,tied,8,0.23902954854801794,37.11146240549926,1.221766615693148,5926.454223299865,4851.238813802169
GMM,tied,7,0.28362795214628145,40.783728292556084,1.1652775772501316,5950.216496055649,4934.893722100266
GMM,tied,3,0.5230520024293888,33.50249681299544,0.9881827855721124,5965.880350943133,5190.128119156997
GMM,tied,4,0.5283750375917334,55.22437310609902,0.8796154198541276,6009.11062375538,5173.465756426933
GMM,tied,5,0.33744742603885647,43.76819656207064,1.3422681849067144,6032.9754331828435,5137.437930312084
GMM,tied,2,0.571171134265459,52.55624955344486,0.8955420910195708,6141.465521119935,5425.605924876111
